,p,k_V,c_V,r,k_T,d_T,T_0,V_0,RMSLE
0,96.87212500137684,1200000.0,9.99999999999998e-05,0.00010000000000000009,10.00000000745058,0.011100000000028754,946546.4,25.0,4.5197974664119105
1,96.85012799970639,1200000.0,9.999999999996044e-05,0.00016102620275609415,10.000000037252903,0.011100000000091315,946546.4,25.0,4.508553461941848
2,96.80959060163985,1200000.0,9.999999999999034e-05,0.0002592943797404667,10.00000000745058,0.011100000000040466,946546.4,25.0,4.48934911386382
3,96.7264638549152,1200000.0,9.999999999999369e-05,0.00041753189365604024,10.0,0.01110000000007405,946546.4,25.0,4.454882428576939
4,96.51042262010148,1200000.0,9.99999999999979e-05,0.0006723357536499342,10.0,0.011100000000003718,946546.4,25.0,4.3848273183034125
5,95.42811659628555,1200000.0,9.999999999537771e-05,0.0010826367338740558,10.00000000745058,0.011100000007130517,946546.4,25.0,3.985686325052278
6,95.9480916298786,1200000.0,9.999999999847875e-05,0.0017433288221999892,10.000000044703484,0.01110000001547018,946546.4,25.0,3.5864118391299615
7,96.64018562464594,1200000.0,9.999999999982267e-05,0.0028072162039411777,10.0,0.011100000000594579,946546.4,25.0,3.0544654022736077
8,97.32420404522409,1200000.0,9.999999999999301e-05,0.004520353656360246,10.0,0.011100000000001442,946546.4,25.0,2.5364653868294886
9,98.7294204622202,1200000.0,9.999999998580746e-05,0.007278953843983159,10.00000000745058,0.011100000002640054,946546.4,25.0,2.1379825882903716
10,68.56583630417919,1200000.0,6.779069572020012e-05,0.011721022975334809,10.00000000745058,0.011100000002032151,946546.4,25.0,2.0084416213517855
11,44.37341512988931,1200000.0,4.225070217446518e-05,0.018873918221350972,10.000000096857548,0.011100000045137504,946546.4,25.0,1.8755539863678896
12,28.839283979009313,1200000.0,2.5873946233291612e-05,0.030391953823131992,10.0,0.01110000000002509,946546.4,25.0,1.72189824511857
13,18.814312186619404,1200000.0,1.5350901351149792e-05,0.04893900918477498,10.000000908970833,0.011100000092715945,946546.4,25.0,1.533113892013814
14,12.361794294540239,1200000.0,8.651631851195953e-06,0.07880462815669916,10.000000044703484,0.011100000011246003,946546.4,25.0,1.3046722818705856
15,8.275985189254229,1200000.0,4.6102002949805575e-06,0.12689610031679222,49.73382955789566,0.01110000000012401,946546.4,25.0,1.1072916802870698
16,6.300010873678545,1200000.0,2.9398967938389642e-06,0.20433597178569426,1138.3976077362895,0.04170985648070602,946546.4,25.0,1.0173473205353083
17,5.017428034095033,1200000.0,1.8364449657654809e-06,0.3290344562312671,4710.635518319905,0.0903226049772694,946546.4,25.0,1.0087407854262018
18,4.8459993589307615,1200000.0,1.923054731570765e-06,0.5298316906283714,82840.12937074155,0.028057754797366774,946546.4,25.0,1.1032990926622324
19,4.913164454020354,1200000.0,2.0515215796796044e-06,0.8531678524172807,250534.44785817713,0.011100000000000054,946546.4,25.0,1.146062979372229
20,4.835928544483394,1200000.0,2.021222613154581e-06,1.3738237958832633,494301.2202074975,0.011100000000550003,946546.4,25.0,1.173388159870042
21,4.794065935963559,1200000.0,2.0076488413347013e-06,2.2122162910704506,892407.4303131029,0.011100000010056232,946546.4,25.0,1.1907959509053867
22,4.770383118839092,1200000.0,2.001158921005699e-06,3.56224789026244,1536384.110552892,0.011100000000649202,946546.4,25.0,1.2016759704714646
23,4.756469352490022,1200000.0,1.997754348021739e-06,5.736152510448678,2574963.2606594563,0.011100000000030474,946546.4,25.0,1.2084354260711767
24,4.748002500371555,1200000.0,1.9956409239326166e-06,9.236708571873862,4248483.748698503,0.011100000000000665,946546.4,25.0,1.2126287160270883
25,4.742845484315538,1200000.0,1.9944001673488846e-06,14.873521072935121,6943853.910647251,0.011100000000039967,946546.4,25.0,1.2152297394928901
26,4.739773855950922,1200000.0,1.9937983728668466e-06,23.95026619987488,11284198.577573761,0.01110000000000011,946546.4,25.0,1.216843598121281
27,4.737846078972076,1200000.0,1.993379319618934e-06,38.5662042116347,18273664.684536617,0.011100000000000165,946546.4,25.0,1.2178451805394843
28,4.736652964299253,1200000.0,1.99312018996881e-06,62.10169418915616,29528679.97013919,0.011100000000001331,946546.4,25.0,1.2184669168647457
29,4.735677784294722,1200000.0,1.9928066349400396e-06,99.99999999999994,47649729.394552834,0.011100000961503154,946546.4,25.0,1.2188528985965355
